index,example,question_context,choices,path
717,9,bailey,celebrated,[]
718,9,bailey,-,[]
719,9,bailey,horse,bailey --HasContext--> u <--HasContext-- horse
720,9,bailey,a 45-acre horse farm,[]
721,9,bailey,farm,[]
722,9,bailey,dream,[]
723,9,bailey,mark,bailey --RelatedTo--> official <--RelatedTo-- mark
724,9,bailey,participating,[]
725,9,bailey,nice,bailey --RelatedTo--> apple --RelatedTo--> nice
726,9,bailey,dinner,[]
727,9,bailey,a nice dinner,[]
728,9,bailey,retired,[]
729,9,bailey,acre,[]
730,9,bailey,45,[]
731,9,farm,buy,farm --RelatedTo--> rent --DistinctFrom--> buy
732,9,farm,celebrated,[]
733,9,farm,-,[]
734,9,farm,horse,farm --RelatedTo--> horse
735,9,farm,a 45-acre horse farm,[]
736,9,farm,farm,farm
737,9,farm,dream,farm --RelatedTo--> living <--RelatedTo-- dream
738,9,farm,mark,farm --RelatedTo--> red <--RelatedTo-- mark
739,9,farm,participating,[]
740,9,farm,nice,farm --RelatedTo--> garden --HasProperty--> nice
741,9,farm,dinner,farm --RelatedTo--> cereal --IsA--> dinner
742,9,farm,a nice dinner,[]
743,9,farm,retired,[]
744,9,farm,acre,farm --RelatedTo--> acre
745,9,farm,45,[]
746,9,growing,buy,growing <--RelatedTo-- birthday --CausesDesire--> buy
747,9,growing,celebrated,growing <--RelatedTo-- birthday --RelatedTo--> celebrated
748,9,growing,-,[]
749,9,growing,horse,growing <--RelatedTo-- field --RelatedTo--> horse
750,9,growing,a 45-acre horse farm,[]
751,9,growing,farm,growing <--RelatedTo-- farm
752,9,growing,dream,growing <--RelatedTo-- field --RelatedTo--> dream
753,9,growing,mark,growing <--RelatedTo-- birthday --RelatedTo--> mark
754,9,growing,participating,[]
755,9,growing,nice,growing <--RelatedTo-- child --RelatedTo--> nice
756,9,growing,dinner,growing <--UsedFor-- corn --AtLocation--> dinner
757,9,growing,a nice dinner,[]
758,9,growing,retired,[]
759,9,growing,acre,growing <--RelatedTo-- field --RelatedTo--> acre
760,9,growing,45,[]
761,9,dream,buy,dream --RelatedTo--> like <--RelatedTo-- buy
762,9,dream,celebrated,dream <--NotDesires-- person --Desires--> celebrated
763,9,dream,-,[]
764,9,dream,horse,dream <--RelatedTo-- field --RelatedTo--> horse
765,9,dream,a 45-acre horse farm,[]
766,9,dream,farm,dream --RelatedTo--> living <--RelatedTo-- farm
767,9,dream,dream,dream
768,9,dream,mark,dream --dbpedia/occupation--> singing <--HasContext-- mark
769,9,dream,participating,[]
770,9,dream,nice,dream --RelatedTo--> nice
771,9,dream,dinner,dream --RelatedTo--> after <--RelatedTo-- dinner
772,9,dream,a nice dinner,[]
773,9,dream,retired,[]
774,9,dream,acre,dream --RelatedTo--> day <--RelatedTo-- acre
775,9,dream,45,[]
776,9,a judge,buy,[]
777,9,a judge,celebrated,[]
778,9,a judge,-,[]
779,9,a judge,horse,[]
780,9,a judge,a 45-acre horse farm,[]
781,9,a judge,farm,[]
782,9,a judge,dream,[]
783,9,a judge,mark,[]
784,9,a judge,participating,[]
785,9,a judge,nice,[]
786,9,a judge,dinner,[]
787,9,a judge,a nice dinner,[]
788,9,a judge,retired,[]
789,9,a judge,acre,[]
790,9,a judge,45,[]
791,9,paul,buy,[]
792,9,paul,celebrated,[]
793,9,paul,-,[]
794,9,paul,horse,paul --RelatedTo--> poll --PartOf--> horse
795,9,paul,a 45-acre horse farm,[]
796,9,paul,farm,paul --RelatedTo--> city --Antonym--> farm
797,9,paul,dream,[]
798,9,paul,mark,paul --RelatedTo--> apostle <--RelatedTo-- mark
799,9,paul,participating,[]
800,9,paul,nice,paul --RelatedTo--> proper --RelatedTo--> nice
801,9,paul,dinner,[]
802,9,paul,a nice dinner,[]
803,9,paul,retired,[]
804,9,paul,acre,paul <--RelatedTo-- ox <--RelatedTo-- acre
805,9,paul,45,[]
806,9,l. mark bailey,buy,[]
807,9,l. mark bailey,celebrated,[]
808,9,l. mark bailey,-,[]
809,9,l. mark bailey,horse,[]
810,9,l. mark bailey,a 45-acre horse farm,[]
811,9,l. mark bailey,farm,[]
812,9,l. mark bailey,dream,[]
813,9,l. mark bailey,mark,[]
814,9,l. mark bailey,participating,[]
815,9,l. mark bailey,nice,[]
816,9,l. mark bailey,dinner,[]
817,9,l. mark bailey,a nice dinner,[]
818,9,l. mark bailey,retired,[]
819,9,l. mark bailey,acre,[]
820,9,l. mark bailey,45,[]
821,9,st. paul,buy,[]
822,9,st. paul,celebrated,[]
823,9,st. paul,-,[]
824,9,st. paul,horse,[]
825,9,st. paul,a 45-acre horse farm,[]
826,9,st. paul,farm,[]
827,9,st. paul,dream,[]
828,9,st. paul,mark,[]
829,9,st. paul,participating,[]
830,9,st. paul,nice,[]
831,9,st. paul,dinner,[]
832,9,st. paul,a nice dinner,[]
833,9,st. paul,retired,[]
834,9,st. paul,acre,[]
835,9,st. paul,45,[]
836,9,judge,buy,judge --Synonym--> believe <--MannerOf-- buy
837,9,judge,celebrated,judge --RelatedTo--> person --Desires--> celebrated
838,9,judge,-,[]
839,9,judge,horse,judge --RelatedTo--> wear <--RelatedTo-- horse
840,9,judge,a 45-acre horse farm,[]
841,9,judge,farm,judge --RelatedTo--> making <--RelatedTo-- farm
842,9,judge,dream,judge --RelatedTo--> head <--RelatedTo-- dream
843,9,judge,mark,judge <--RelatedTo-- bar --RelatedTo--> mark
844,9,judge,participating,[]
845,9,judge,nice,judge <--RelatedTo-- punishment --Antonym--> nice
846,9,judge,dinner,judge --RelatedTo--> person --Desires--> dinner
847,9,judge,a nice dinner,[]
848,9,judge,retired,[]
849,9,judge,acre,judge --RelatedTo--> system <--RelatedTo-- acre
850,9,judge,45,[]
851,9,a farm,buy,[]
852,9,a farm,celebrated,[]
853,9,a farm,-,[]
854,9,a farm,horse,[]
855,9,a farm,a 45-acre horse farm,[]
856,9,a farm,farm,[]
857,9,a farm,dream,[]
858,9,a farm,mark,[]
859,9,a farm,participating,[]
860,9,a farm,nice,[]
861,9,a farm,dinner,[]
862,9,a farm,a nice dinner,[]
863,9,a farm,retired,[]
864,9,a farm,acre,[]
865,9,a farm,45,[]
866,9,mark,buy,mark <--RelatedTo-- sale --RelatedTo--> buy
867,9,mark,celebrated,mark <--RelatedTo-- birthday --RelatedTo--> celebrated
868,9,mark,-,[]
869,9,mark,horse,mark --RelatedTo--> four <--RelatedTo-- horse
870,9,mark,a 45-acre horse farm,[]
871,9,mark,farm,mark --RelatedTo--> red <--RelatedTo-- farm
872,9,mark,dream,mark --HasContext--> singing <--dbpedia/occupation-- dream
873,9,mark,mark,mark
874,9,mark,participating,[]
875,9,mark,nice,mark --RelatedTo--> sound --RelatedTo--> nice
876,9,mark,dinner,mark --RelatedTo--> record --RelatedTo--> dinner
877,9,mark,a nice dinner,[]
878,9,mark,retired,[]
879,9,mark,acre,mark <--MannerOf-- dimension <--RelatedTo-- acre
880,9,mark,45,mark --RelatedTo--> record <--RelatedTo-- 45
881,10,yolk,yolk,yolk
882,10,yolk,place,yolk --RelatedTo--> middle --RelatedTo--> place
883,10,yolk,release,[]
884,10,yolk,creates,[]
885,10,yolk,squeeze,[]
886,10,yolk,pushing,[]
887,10,yolk,the yolk,[]
888,10,yolk,lift,[]
889,10,yolk,the water bottle,[]
890,10,yolk,bottle,yolk --IsA--> liquid <--RelatedTo-- bottle
891,10,yolk,suction,[]
892,10,yolk,press,[]
893,10,yolk,water,yolk --RelatedTo--> inside <--RelatedTo-- water
894,10,the yolk,yolk,[]
895,10,the yolk,place,[]
896,10,the yolk,release,[]
897,10,the yolk,creates,[]
898,10,the yolk,squeeze,[]
899,10,the yolk,pushing,[]
900,10,the yolk,the yolk,[]
901,10,the yolk,lift,[]
902,10,the yolk,the water bottle,[]
903,10,the yolk,bottle,[]
904,10,the yolk,suction,[]
905,10,the yolk,press,[]
906,10,the yolk,water,[]
907,10,white,yolk,white <--Antonym-- yolk
908,10,white,place,white <--HasProperty-- shoe --Synonym--> place
909,10,white,release,white --HasContext--> historical <--HasContext-- release
910,10,white,creates,white <--IsA-- wax --RelatedTo--> creates
911,10,white,squeeze,white --HasContext--> slang <--HasContext-- squeeze
912,10,white,pushing,[]
913,10,white,the yolk,[]
914,10,white,lift,white <--HasProperty-- shoe <--RelatedTo-- lift
915,10,white,the water bottle,[]
916,10,white,bottle,white --RelatedTo--> milk --AtLocation--> bottle
917,10,white,suction,[]
918,10,white,press,white --IsA--> man <--RelatedTo-- press
919,10,white,water,white <--RelatedTo-- water
920,10,a water bottle,yolk,[]
921,10,a water bottle,place,[]
922,10,a water bottle,release,[]
923,10,a water bottle,creates,[]
924,10,a water bottle,squeeze,[]
925,10,a water bottle,pushing,[]
926,10,a water bottle,the yolk,[]
927,10,a water bottle,lift,[]
928,10,a water bottle,the water bottle,[]
929,10,a water bottle,bottle,[]
930,10,a water bottle,suction,[]
931,10,a water bottle,press,[]
932,10,a water bottle,water,[]
933,10,separate,yolk,separate <--RelatedTo-- strain --RelatedTo--> yolk
934,10,separate,place,separate <--DerivedFrom-- separation --RelatedTo--> place
935,10,separate,release,[]
936,10,separate,creates,[]
937,10,separate,squeeze,[]
938,10,separate,pushing,[]
939,10,separate,the yolk,[]
940,10,separate,lift,separate --MannerOf--> change <--MannerOf-- lift
941,10,separate,the water bottle,[]
942,10,separate,bottle,separate <--UsedFor-- bar <--RelatedTo-- bottle
943,10,separate,suction,[]
944,10,separate,press,separate --RelatedTo--> reduce <--RelatedTo-- press
945,10,separate,water,separate <--RelatedTo-- reverse osmosis --RelatedTo--> water
946,10,bottle,yolk,bottle --RelatedTo--> liquid <--IsA-- yolk
947,10,bottle,place,bottle --AtLocation--> nursery --RelatedTo--> place
948,10,bottle,release,bottle --UsedFor--> hold --Antonym--> release
949,10,bottle,creates,[]
950,10,bottle,squeeze,bottle --MannerOf--> put <--RelatedTo-- squeeze
951,10,bottle,pushing,[]
952,10,bottle,the yolk,[]
953,10,bottle,lift,bottle --MannerOf--> put <--Antonym-- lift
954,10,bottle,the water bottle,[]
955,10,bottle,bottle,bottle
956,10,bottle,suction,bottle --RelatedTo--> cup --RelatedTo--> suction
957,10,bottle,press,bottle --MannerOf--> put <--RelatedTo-- press
958,10,bottle,water,bottle <--AtLocation-- water
959,10,egg whites,yolk,egg whites --FormOf--> egg white --RelatedTo--> yolk
960,10,egg whites,place,[]
961,10,egg whites,release,[]
962,10,egg whites,creates,[]
963,10,egg whites,squeeze,[]
964,10,egg whites,pushing,[]
965,10,egg whites,the yolk,[]
966,10,egg whites,lift,[]
967,10,egg whites,the water bottle,[]
968,10,egg whites,bottle,[]
969,10,egg whites,suction,[]
970,10,egg whites,press,[]
971,10,egg whites,water,[]
972,10,egg,yolk,egg --RelatedTo--> yolk
973,10,egg,place,egg --RelatedTo--> center --IsA--> place
974,10,egg,release,egg <--RelatedTo-- drop --RelatedTo--> release
975,10,egg,creates,[]
976,10,egg,squeeze,egg --HasContext--> slang <--HasContext-- squeeze
977,10,egg,pushing,[]
978,10,egg,the yolk,[]
979,10,egg,lift,egg <--RelatedTo-- drop --Antonym--> lift
980,10,egg,the water bottle,[]
981,10,egg,bottle,egg --AtLocation--> supermarket <--AtLocation-- bottle
982,10,egg,suction,[]
983,10,egg,press,egg --RelatedTo--> hard <--RelatedTo-- press
984,10,egg,water,egg --RelatedTo--> shell --AtLocation--> water
985,10,water,yolk,water --IsA--> nutrient <--RelatedTo-- yolk
986,10,water,place,water <--RelatedTo-- level --IsA--> place
987,10,water,release,water --MannerOf--> secrete <--Synonym-- release
988,10,water,creates,[]
989,10,water,squeeze,water --UsedFor--> drink <--RelatedTo-- squeeze
990,10,water,pushing,[]
991,10,water,the yolk,[]
992,10,water,lift,water --HasContext--> dialectal <--HasContext-- lift
993,10,water,the water bottle,[]
994,10,water,bottle,water --AtLocation--> bottle
995,10,water,suction,[]
996,10,water,press,water <--RelatedTo-- cast <--MannerOf-- press
997,10,water,water,water
